486 408 341
153 179 -1 0
152 179 -1 0
151 179 -1 0
150 179 -1 0
149 179 -1 0
148 179 -1 0
147 179 -1 0
273 178 -1 0
154 178 -1 0
153 178 -1 0
152 178 -1 0
151 178 -1 0
150 178 -1 0
149 178 -1 0
148 178 -1 0
151 177 -1 0
247 165 -1 1
250 164 -1 1
249 164 -1 1
248 164 -1 1
247 164 -1 1
246 164 -1 1
245 164 -1 1
244 164 -1 1
251 163 -1 1
250 163 -1 1
249 163 -1 1
248 163 -1 1
247 163 -1 1
246 163 -1 1
245 163 -1 1
244 163 -1 1
243 163 -1 1
251 162 -1 1
250 162 -1 1
249 162 -1 1
248 162 -1 1
247 162 -1 1
246 162 -1 1
245 162 -1 1
244 162 -1 1
243 162 -1 1
251 161 -1 1
250 161 -1 1
249 161 -1 1
248 161 -1 1
247 161 -1 1
246 161 -1 1
245 161 -1 1
244 161 -1 1
243 161 -1 1
183 161 -1 1
252 160 -1 1
251 160 -1 1
250 160 -1 1
249 160 -1 1
248 160 -1 1
247 160 -1 1
246 160 -1 1
245 160 -1 1
244 160 -1 1
243 160 -1 1
242 160 -1 1
186 160 -1 1
185 160 -1 1
184 160 -1 1
183 160 -1 1
182 160 -1 1
181 160 -1 1
180 160 -1 1
251 159 -1 1
250 159 -1 1
249 159 -1 1
248 159 -1 1
247 159 -1 1
246 159 -1 1
245 159 -1 1
244 159 -1 1
243 159 -1 1
187 159 -1 1
186 159 -1 1
185 159 -1 1
184 159 -1 1
183 159 -1 1
182 159 -1 1
181 159 -1 1
180 159 -1 1
179 159 -1 1
251 158 -1 1
250 158 -1 1
249 158 -1 1
248 158 -1 1
247 158 -1 1
246 158 -1 1
245 158 -1 1
244 158 -1 1
243 158 -1 1
187 158 -1 1
186 158 -1 1
185 158 -1 1
184 158 -1 1
183 158 -1 1
182 158 -1 1
181 158 -1 1
180 158 -1 1
179 158 -1 1
251 157 -1 1
250 157 -1 1
249 157 -1 1
248 157 -1 1
247 157 -1 1
246 157 -1 1
245 157 -1 1
244 157 -1 1
243 157 -1 1
187 157 -1 1
186 157 -1 1
185 157 -1 1
184 157 -1 1
183 157 -1 1
182 157 -1 1
181 157 -1 1
180 157 -1 1
179 157 -1 1
250 156 -1 1
249 156 -1 1
248 156 -1 1
247 156 -1 1
246 156 -1 1
245 156 -1 1
244 156 -1 1
188 156 -1 1
187 156 -1 1
186 156 -1 1
185 156 -1 1
184 156 -1 1
183 156 -1 1
182 156 -1 1
181 156 -1 1
180 156 -1 1
179 156 -1 1
178 156 -1 1
247 155 -1 1
187 155 -1 1
186 155 -1 1
185 155 -1 1
184 155 -1 1
183 155 -1 1
182 155 -1 1
181 155 -1 1
180 155 -1 1
179 155 -1 1
187 154 -1 1
186 154 -1 1
185 154 -1 1
184 154 -1 1
183 154 -1 1
182 154 -1 1
181 154 -1 1
180 154 -1 1
179 154 -1 1
215 153 -1 1
187 153 -1 1
186 153 -1 1
185 153 -1 1
184 153 -1 1
183 153 -1 1
182 153 -1 1
181 153 -1 1
180 153 -1 1
179 153 -1 1
218 152 -1 1
217 152 -1 1
216 152 -1 1
215 152 -1 1
214 152 -1 1
213 152 -1 1
212 152 -1 1
186 152 -1 1
185 152 -1 1
184 152 -1 1
183 152 -1 1
182 152 -1 1
181 152 -1 1
180 152 -1 1
219 151 -1 1
218 151 -1 1
217 151 -1 1
216 151 -1 1
215 151 -1 1
214 151 -1 1
213 151 -1 1
212 151 -1 1
211 151 -1 1
183 151 -1 1
219 150 -1 1
218 150 -1 1
217 150 -1 1
216 150 -1 1
215 150 -1 1
214 150 -1 1
213 150 -1 1
212 150 -1 1
211 150 -1 1
219 149 -1 1
218 149 -1 1
217 149 -1 1
216 149 -1 1
215 149 -1 1
214 149 -1 1
213 149 -1 1
212 149 -1 1
211 149 -1 1
220 148 -1 1
219 148 -1 1
218 148 -1 1
217 148 -1 1
216 148 -1 1
215 148 -1 1
214 148 -1 1
213 148 -1 1
212 148 -1 1
211 148 -1 1
210 148 -1 1
219 147 -1 1
218 147 -1 1
217 147 -1 1
216 147 -1 1
215 147 -1 1
214 147 -1 1
213 147 -1 1
212 147 -1 1
211 147 -1 1
219 146 -1 1
218 146 -1 1
217 146 -1 1
216 146 -1 1
215 146 -1 1
214 146 -1 1
213 146 -1 1
212 146 -1 1
211 146 -1 1
219 145 -1 1
218 145 -1 1
217 145 -1 1
216 145 -1 1
215 145 -1 1
214 145 -1 1
213 145 -1 1
212 145 -1 1
211 145 -1 1
218 144 -1 1
217 144 -1 1
216 144 -1 1
215 144 -1 1
214 144 -1 1
213 144 -1 1
212 144 -1 1
215 143 -1 1
238 116 -1 0
241 115 -1 0
240 115 -1 0
239 115 -1 0
238 115 -1 0
237 115 -1 0
236 115 -1 0
235 115 -1 0
242 114 -1 0
241 114 -1 0
240 114 -1 0
239 114 -1 0
238 114 -1 0
237 114 -1 0
236 114 -1 0
235 114 -1 0
234 114 -1 0
242 113 -1 0
241 113 -1 0
240 113 -1 0
239 113 -1 0
238 113 -1 0
237 113 -1 0
236 113 -1 0
235 113 -1 0
234 113 -1 0
242 112 -1 0
241 112 -1 0
240 112 -1 0
239 112 -1 0
238 112 -1 0
237 112 -1 0
236 112 -1 0
235 112 -1 0
234 112 -1 0
243 111 -1 0
242 111 -1 0
241 111 -1 0
240 111 -1 0
239 111 -1 0
238 111 -1 0
237 111 -1 0
236 111 -1 0
235 111 -1 0
234 111 -1 0
233 111 -1 0
242 110 -1 0
241 110 -1 0
240 110 -1 0
239 110 -1 0
238 110 -1 0
237 110 -1 0
236 110 -1 0
235 110 -1 0
234 110 -1 0
242 109 -1 0
241 109 -1 0
240 109 -1 0
239 109 -1 0
238 109 -1 0
237 109 -1 0
236 109 -1 0
235 109 -1 0
234 109 -1 0
242 108 -1 0
241 108 -1 0
240 108 -1 0
239 108 -1 0
238 108 -1 0
237 108 -1 0
236 108 -1 0
235 108 -1 0
234 108 -1 0
241 107 -1 0
240 107 -1 0
239 107 -1 0
238 107 -1 0
237 107 -1 0
236 107 -1 0
235 107 -1 0
238 106 -1 0
