10808 408 341
243 302 -1 0
242 302 -1 0
241 302 -1 0
240 302 -1 0
174 302 -1 0
173 302 -1 0
172 302 -1 0
171 302 -1 0
170 302 -1 0
169 302 -1 0
168 302 -1 0
167 302 -1 0
166 302 -1 0
165 302 -1 0
164 302 -1 0
101 302 -1 0
100 302 -1 0
99 302 -1 0
98 302 -1 0
97 302 -1 0
96 302 -1 0
95 302 -1 0
94 302 -1 0
93 302 -1 0
92 302 -1 0
91 302 -1 0
90 302 -1 0
325 301 -1 0
324 301 -1 0
323 301 -1 0
322 301 -1 0
321 301 -1 0
320 301 -1 0
319 301 -1 0
318 301 -1 0
317 301 -1 0
316 301 -1 0
315 301 -1 0
314 301 -1 0
313 301 -1 0
312 301 -1 0
311 301 -1 0
310 301 -1 0
309 301 -1 0
302 301 -1 0
301 301 -1 0
300 301 -1 0
299 301 -1 0
298 301 -1 0
297 301 -1 0
296 301 -1 0
295 301 -1 0
294 301 -1 0
293 301 -1 0
292 301 -1 0
289 301 -1 0
288 301 -1 0
287 301 -1 0
286 301 -1 0
285 301 -1 0
284 301 -1 0
283 301 -1 0
282 301 -1 0
281 301 -1 0
280 301 -1 0
279 301 -1 0
269 301 -1 0
268 301 -1 0
267 301 -1 0
266 301 -1 0
265 301 -1 0
264 301 -1 0
263 301 -1 0
262 301 -1 0
261 301 -1 0
260 301 -1 0
259 301 -1 0
258 301 -1 0
257 301 -1 0
256 301 -1 0
255 301 -1 0
254 301 -1 0
253 301 -1 0
252 301 -1 0
251 301 -1 0
250 301 -1 0
249 301 -1 0
248 301 -1 0
247 301 -1 0
246 301 -1 0
245 301 -1 0
244 301 -1 0
243 301 -1 0
242 301 -1 0
241 301 -1 0
240 301 -1 0
239 301 -1 0
173 301 -1 0
172 301 -1 0
171 301 -1 0
170 301 -1 0
169 301 -1 0
168 301 -1 0
167 301 -1 0
166 301 -1 0
165 301 -1 0
100 301 -1 0
99 301 -1 0
98 301 -1 0
97 301 -1 0
96 301 -1 0
95 301 -1 0
94 301 -1 0
93 301 -1 0
92 301 -1 0
91 301 -1 0
90 301 -1 0
326 300 -1 0
325 300 -1 0
324 300 -1 0
323 300 -1 0
322 300 -1 0
321 300 -1 0
320 300 -1 0
319 300 -1 0
318 300 -1 0
317 300 -1 0
316 300 -1 0
315 300 -1 0
314 300 -1 0
313 300 -1 0
312 300 -1 0
311 300 -1 0
310 300 -1 0
309 300 -1 0
308 300 -1 0
303 300 -1 0
302 300 -1 0
301 300 -1 0
300 300 -1 0
299 300 -1 0
298 300 -1 0
297 300 -1 0
296 300 -1 0
295 300 -1 0
294 300 -1 0
293 300 -1 0
292 300 -1 0
291 300 -1 0
289 300 -1 0
288 300 -1 0
287 300 -1 0
286 300 -1 0
285 300 -1 0
284 300 -1 0
283 300 -1 0
282 300 -1 0
281 300 -1 0
280 300 -1 0
279 300 -1 0
269 300 -1 0
268 300 -1 0
267 300 -1 0
266 300 -1 0
265 300 -1 0
264 300 -1 0
263 300 -1 0
262 300 -1 0
261 300 -1 0
260 300 -1 0
259 300 -1 0
258 300 -1 0
257 300 -1 0
256 300 -1 0
255 300 -1 0
254 300 -1 0
253 300 -1 0
252 300 -1 0
251 300 -1 0
250 300 -1 0
249 300 -1 0
248 300 -1 0
247 300 -1 0
246 300 -1 0
245 300 -1 0
244 300 -1 0
243 300 -1 0
242 300 -1 0
241 300 -1 0
240 300 -1 0
173 300 -1 0
172 300 -1 0
171 300 -1 0
170 300 -1 0
169 300 -1 0
168 300 -1 0
167 300 -1 0
166 300 -1 0
165 300 -1 0
100 300 -1 0
99 300 -1 0
98 300 -1 0
97 300 -1 0
96 300 -1 0
95 300 -1 0
94 300 -1 0
93 300 -1 0
92 300 -1 0
91 300 -1 0
325 299 -1 0
324 299 -1 0
323 299 -1 0
322 299 -1 0
321 299 -1 0
320 299 -1 0
319 299 -1 0
318 299 -1 0
317 299 -1 0
316 299 -1 0
315 299 -1 0
314 299 -1 0
313 299 -1 0
312 299 -1 0
311 299 -1 0
310 299 -1 0
309 299 -1 0
302 299 -1 0
301 299 -1 0
300 299 -1 0
299 299 -1 0
298 299 -1 0
297 299 -1 0
296 299 -1 0
295 299 -1 0
294 299 -1 0
293 299 -1 0
292 299 -1 0
290 299 -1 0
289 299 -1 0
288 299 -1 0
287 299 -1 0
286 299 -1 0
285 299 -1 0
284 299 -1 0
283 299 -1 0
282 299 -1 0
281 299 -1 0
280 299 -1 0
279 299 -1 0
278 299 -1 0
270 299 -1 0
269 299 -1 0
268 299 -1 0
267 299 -1 0
266 299 -1 0
265 299 -1 0
264 299 -1 0
263 299 -1 0
262 299 -1 0
261 299 -1 0
260 299 -1 0
259 299 -1 0
258 299 -1 0
257 299 -1 0
256 299 -1 0
255 299 -1 0
254 299 -1 0
253 299 -1 0
252 299 -1 0
251 299 -1 0
250 299 -1 0
249 299 -1 0
248 299 -1 0
247 299 -1 0
246 299 -1 0
245 299 -1 0
244 299 -1 0
243 299 -1 0
242 299 -1 0
241 299 -1 0
240 299 -1 0
173 299 -1 0
172 299 -1 0
171 299 -1 0
170 299 -1 0
169 299 -1 0
168 299 -1 0
167 299 -1 0
166 299 -1 0
165 299 -1 0
105 299 -1 0
100 299 -1 0
99 299 -1 0
98 299 -1 0
97 299 -1 0
96 299 -1 0
95 299 -1 0
94 299 -1 0
93 299 -1 0
92 299 -1 0
325 298 -1 0
324 298 -1 0
323 298 -1 0
322 298 -1 0
321 298 -1 0
320 298 -1 0
319 298 -1 0
318 298 -1 0
317 298 -1 0
316 298 -1 0
315 298 -1 0
314 298 -1 0
313 298 -1 0
312 298 -1 0
311 298 -1 0
310 298 -1 0
309 298 -1 0
302 298 -1 0
301 298 -1 0
300 298 -1 0
299 298 -1 0
298 298 -1 0
297 298 -1 0
296 298 -1 0
295 298 -1 0
294 298 -1 0
293 298 -1 0
292 298 -1 0
289 298 -1 0
288 298 -1 0
287 298 -1 0
286 298 -1 0
285 298 -1 0
284 298 -1 0
283 298 -1 0
282 298 -1 0
281 298 -1 0
280 298 -1 0
279 298 -1 0
269 298 -1 0
268 298 -1 0
267 298 -1 0
266 298 -1 0
265 298 -1 0
264 298 -1 0
263 298 -1 0
262 298 -1 0
261 298 -1 0
260 298 -1 0
259 298 -1 0
258 298 -1 0
257 298 -1 0
256 298 -1 0
255 298 -1 0
254 298 -1 0
253 298 -1 0
252 298 -1 0
251 298 -1 0
250 298 -1 0
249 298 -1 0
248 298 -1 0
247 298 -1 0
246 298 -1 0
245 298 -1 0
244 298 -1 0
243 298 -1 0
242 298 -1 0
241 298 -1 0
240 298 -1 0
172 298 -1 0
171 298 -1 0
170 298 -1 0
169 298 -1 0
168 298 -1 0
167 298 -1 0
166 298 -1 0
165 298 -1 0
164 298 -1 0
163 298 -1 0
162 298 -1 0
108 298 -1 0
107 298 -1 0
106 298 -1 0
105 298 -1 0
104 298 -1 0
103 298 -1 0
102 298 -1 0
99 298 -1 0
98 298 -1 0
97 298 -1 0
96 298 -1 0
95 298 -1 0
94 298 -1 0
93 298 -1 0
325 297 -1 0
324 297 -1 0
323 297 -1 0
322 297 -1 0
321 297 -1 0
320 297 -1 0
319 297 -1 0
318 297 -1 0
317 297 -1 0
316 297 -1 0
315 297 -1 0
314 297 -1 0
313 297 -1 0
312 297 -1 0
311 297 -1 0
310 297 -1 0
309 297 -1 0
302 297 -1 0
301 297 -1 0
300 297 -1 0
299 297 -1 0
298 297 -1 0
297 297 -1 0
296 297 -1 0
295 297 -1 0
294 297 -1 0
293 297 -1 0
292 297 -1 0
289 297 -1 0
288 297 -1 0
287 297 -1 0
286 297 -1 0
285 297 -1 0
284 297 -1 0
283 297 -1 0
282 297 -1 0
281 297 -1 0
280 297 -1 0
279 297 -1 0
269 297 -1 0
268 297 -1 0
267 297 -1 0
266 297 -1 0
265 297 -1 0
264 297 -1 0
263 297 -1 0
262 297 -1 0
261 297 -1 0
260 297 -1 0
259 297 -1 0
258 297 -1 0
257 297 -1 0
256 297 -1 0
255 297 -1 0
254 297 -1 0
253 297 -1 0
252 297 -1 0
251 297 -1 0
250 297 -1 0
249 297 -1 0
248 297 -1 0
247 297 -1 0
246 297 -1 0
245 297 -1 0
244 297 -1 0
243 297 -1 0
242 297 -1 0
241 297 -1 0
169 297 -1 0
168 297 -1 0
167 297 -1 0
166 297 -1 0
165 297 -1 0
164 297 -1 0
163 297 -1 0
162 297 -1 0
161 297 -1 0
109 297 -1 0
108 297 -1 0
107 297 -1 0
106 297 -1 0
105 297 -1 0
104 297 -1 0
103 297 -1 0
102 297 -1 0
101 297 -1 0
96 297 -1 0
324 296 -1 0
323 296 -1 0
322 296 -1 0
321 296 -1 0
320 296 -1 0
319 296 -1 0
318 296 -1 0
317 296 -1 0
316 296 -1 0
315 296 -1 0
314 296 -1 0
313 296 -1 0
312 296 -1 0
311 296 -1 0
310 296 -1 0
301 296 -1 0
300 296 -1 0
299 296 -1 0
298 296 -1 0
297 296 -1 0
296 296 -1 0
295 296 -1 0
294 296 -1 0
293 296 -1 0
289 296 -1 0
288 296 -1 0
287 296 -1 0
286 296 -1 0
285 296 -1 0
284 296 -1 0
283 296 -1 0
282 296 -1 0
281 296 -1 0
280 296 -1 0
279 296 -1 0
269 296 -1 0
268 296 -1 0
267 296 -1 0
266 296 -1 0
265 296 -1 0
264 296 -1 0
263 296 -1 0
262 296 -1 0
261 296 -1 0
260 296 -1 0
259 296 -1 0
258 296 -1 0
257 296 -1 0
256 296 -1 0
255 296 -1 0
254 296 -1 0
253 296 -1 0
252 296 -1 0
251 296 -1 0
250 296 -1 0
249 296 -1 0
248 296 -1 0
247 296 -1 0
246 296 -1 0
245 296 -1 0
244 296 -1 0
243 296 -1 0
242 296 -1 0
169 296 -1 0
168 296 -1 0
167 296 -1 0
166 296 -1 0
165 296 -1 0
164 296 -1 0
163 296 -1 0
162 296 -1 0
161 296 -1 0
160 296 -1 0
110 296 -1 0
109 296 -1 0
108 296 -1 0
107 296 -1 0
106 296 -1 0
105 296 -1 0
104 296 -1 0
103 296 -1 0
102 296 -1 0
101 296 -1 0
321 295 -1 0
318 295 -1 0
313 295 -1 0
298 295 -1 0
296 295 -1 0
288 295 -1 0
287 295 -1 0
286 295 -1 0
285 295 -1 0
284 295 -1 0
283 295 -1 0
282 295 -1 0
281 295 -1 0
280 295 -1 0
268 295 -1 0
267 295 -1 0
266 295 -1 0
265 295 -1 0
264 295 -1 0
263 295 -1 0
262 295 -1 0
261 295 -1 0
260 295 -1 0
259 295 -1 0
258 295 -1 0
257 295 -1 0
256 295 -1 0
255 295 -1 0
254 295 -1 0
253 295 -1 0
252 295 -1 0
251 295 -1 0
246 295 -1 0
245 295 -1 0
169 295 -1 0
168 295 -1 0
167 295 -1 0
166 295 -1 0
165 295 -1 0
164 295 -1 0
163 295 -1 0
162 295 -1 0
161 295 -1 0
160 295 -1 0
111 295 -1 0
110 295 -1 0
109 295 -1 0
108 295 -1 0
107 295 -1 0
106 295 -1 0
105 295 -1 0
104 295 -1 0
103 295 -1 0
102 295 -1 0
101 295 -1 0
285 294 -1 0
283 294 -1 0
265 294 -1 0
258 294 -1 0
255 294 -1 0
254 294 -1 0
170 294 -1 0
169 294 -1 0
168 294 -1 0
167 294 -1 0
166 294 -1 0
165 294 -1 0
164 294 -1 0
163 294 -1 0
162 294 -1 0
161 294 -1 0
160 294 -1 0
114 294 -1 0
113 294 -1 0
112 294 -1 0
111 294 -1 0
110 294 -1 0
109 294 -1 0
108 294 -1 0
107 294 -1 0
106 294 -1 0
105 294 -1 0
104 294 -1 0
103 294 -1 0
102 294 -1 0
101 294 -1 0
100 294 -1 0
169 293 -1 0
168 293 -1 0
167 293 -1 0
166 293 -1 0
165 293 -1 0
164 293 -1 0
163 293 -1 0
162 293 -1 0
161 293 -1 0
160 293 -1 0
159 293 -1 0
117 293 -1 0
116 293 -1 0
115 293 -1 0
114 293 -1 0
113 293 -1 0
112 293 -1 0
111 293 -1 0
110 293 -1 0
109 293 -1 0
108 293 -1 0
107 293 -1 0
106 293 -1 0
105 293 -1 0
104 293 -1 0
103 293 -1 0
102 293 -1 0
101 293 -1 0
169 292 -1 0
168 292 -1 0
167 292 -1 0
166 292 -1 0
165 292 -1 0
164 292 -1 0
163 292 -1 0
162 292 -1 0
161 292 -1 0
160 292 -1 0
118 292 -1 0
117 292 -1 0
116 292 -1 0
115 292 -1 0
114 292 -1 0
113 292 -1 0
112 292 -1 0
111 292 -1 0
110 292 -1 0
109 292 -1 0
108 292 -1 0
107 292 -1 0
106 292 -1 0
105 292 -1 0
104 292 -1 0
103 292 -1 0
102 292 -1 0
101 292 -1 0
169 291 -1 0
168 291 -1 0
167 291 -1 0
166 291 -1 0
165 291 -1 0
164 291 -1 0
163 291 -1 0
162 291 -1 0
161 291 -1 0
160 291 -1 0
159 291 -1 0
158 291 -1 0
121 291 -1 0
120 291 -1 0
119 291 -1 0
118 291 -1 0
117 291 -1 0
116 291 -1 0
115 291 -1 0
114 291 -1 0
113 291 -1 0
112 291 -1 0
111 291 -1 0
110 291 -1 0
109 291 -1 0
108 291 -1 0
107 291 -1 0
106 291 -1 0
105 291 -1 0
104 291 -1 0
103 291 -1 0
102 291 -1 0
101 291 -1 0
168 290 -1 0
167 290 -1 0
166 290 -1 0
165 290 -1 0
164 290 -1 0
163 290 -1 0
162 290 -1 0
161 290 -1 0
160 290 -1 0
159 290 -1 0
158 290 -1 0
157 290 -1 0
126 290 -1 0
125 290 -1 0
123 290 -1 0
122 290 -1 0
121 290 -1 0
120 290 -1 0
119 290 -1 0
118 290 -1 0
117 290 -1 0
116 290 -1 0
115 290 -1 0
114 290 -1 0
113 290 -1 0
112 290 -1 0
111 290 -1 0
110 290 -1 0
109 290 -1 0
108 290 -1 0
107 290 -1 0
106 290 -1 0
105 290 -1 0
104 290 -1 0
103 290 -1 0
102 290 -1 0
167 289 -1 0
166 289 -1 0
165 289 -1 0
164 289 -1 0
163 289 -1 0
162 289 -1 0
161 289 -1 0
160 289 -1 0
159 289 -1 0
158 289 -1 0
157 289 -1 0
129 289 -1 0
128 289 -1 0
127 289 -1 0
126 289 -1 0
125 289 -1 0
124 289 -1 0
123 289 -1 0
122 289 -1 0
121 289 -1 0
120 289 -1 0
119 289 -1 0
118 289 -1 0
117 289 -1 0
116 289 -1 0
115 289 -1 0
114 289 -1 0
113 289 -1 0
112 289 -1 0
111 289 -1 0
110 289 -1 0
109 289 -1 0
108 289 -1 0
107 289 -1 0
106 289 -1 0
105 289 -1 0
104 289 -1 0
103 289 -1 0
166 288 -1 0
165 288 -1 0
164 288 -1 0
163 288 -1 0
162 288 -1 0
161 288 -1 0
160 288 -1 0
159 288 -1 0
158 288 -1 0
157 288 -1 0
130 288 -1 0
129 288 -1 0
128 288 -1 0
127 288 -1 0
126 288 -1 0
125 288 -1 0
124 288 -1 0
123 288 -1 0
122 288 -1 0
121 288 -1 0
120 288 -1 0
119 288 -1 0
118 288 -1 0
117 288 -1 0
116 288 -1 0
115 288 -1 0
114 288 -1 0
113 288 -1 0
112 288 -1 0
111 288 -1 0
110 288 -1 0
109 288 -1 0
108 288 -1 0
107 288 -1 0
106 288 -1 0
167 287 -1 0
166 287 -1 0
165 287 -1 0
164 287 -1 0
163 287 -1 0
162 287 -1 0
161 287 -1 0
160 287 -1 0
159 287 -1 0
158 287 -1 0
157 287 -1 0
156 287 -1 0
135 287 -1 0
130 287 -1 0
129 287 -1 0
128 287 -1 0
127 287 -1 0
126 287 -1 0
125 287 -1 0
124 287 -1 0
123 287 -1 0
122 287 -1 0
121 287 -1 0
120 287 -1 0
119 287 -1 0
118 287 -1 0
117 287 -1 0
116 287 -1 0
115 287 -1 0
114 287 -1 0
113 287 -1 0
112 287 -1 0
111 287 -1 0
110 287 -1 0
109 287 -1 0
108 287 -1 0
107 287 -1 0
166 286 -1 0
165 286 -1 0
164 286 -1 0
163 286 -1 0
162 286 -1 0
161 286 -1 0
160 286 -1 0
159 286 -1 0
158 286 -1 0
157 286 -1 0
138 286 -1 0
137 286 -1 0
136 286 -1 0
135 286 -1 0
134 286 -1 0
133 286 -1 0
132 286 -1 0
130 286 -1 0
129 286 -1 0
128 286 -1 0
127 286 -1 0
126 286 -1 0
125 286 -1 0
124 286 -1 0
123 286 -1 0
122 286 -1 0
121 286 -1 0
120 286 -1 0
119 286 -1 0
118 286 -1 0
117 286 -1 0
116 286 -1 0
115 286 -1 0
114 286 -1 0
113 286 -1 0
112 286 -1 0
111 286 -1 0
110 286 -1 0
109 286 -1 0
108 286 -1 0
166 285 -1 0
165 285 -1 0
164 285 -1 0
163 285 -1 0
162 285 -1 0
161 285 -1 0
160 285 -1 0
159 285 -1 0
158 285 -1 0
157 285 -1 0
150 285 -1 0
139 285 -1 0
138 285 -1 0
137 285 -1 0
136 285 -1 0
135 285 -1 0
134 285 -1 0
133 285 -1 0
132 285 -1 0
131 285 -1 0
130 285 -1 0
129 285 -1 0
128 285 -1 0
127 285 -1 0
126 285 -1 0
125 285 -1 0
124 285 -1 0
123 285 -1 0
122 285 -1 0
121 285 -1 0
120 285 -1 0
119 285 -1 0
118 285 -1 0
117 285 -1 0
116 285 -1 0
115 285 -1 0
114 285 -1 0
113 285 -1 0
112 285 -1 0
111 285 -1 0
110 285 -1 0
106 285 -1 0
166 284 -1 0
165 284 -1 0
164 284 -1 0
163 284 -1 0
162 284 -1 0
161 284 -1 0
160 284 -1 0
159 284 -1 0
158 284 -1 0
157 284 -1 0
153 284 -1 0
152 284 -1 0
151 284 -1 0
150 284 -1 0
149 284 -1 0
148 284 -1 0
147 284 -1 0
139 284 -1 0
138 284 -1 0
137 284 -1 0
136 284 -1 0
135 284 -1 0
134 284 -1 0
133 284 -1 0
132 284 -1 0
131 284 -1 0
130 284 -1 0
129 284 -1 0
128 284 -1 0
127 284 -1 0
126 284 -1 0
125 284 -1 0
124 284 -1 0
123 284 -1 0
122 284 -1 0
121 284 -1 0
120 284 -1 0
119 284 -1 0
118 284 -1 0
117 284 -1 0
116 284 -1 0
115 284 -1 0
114 284 -1 0
113 284 -1 0
112 284 -1 0
111 284 -1 0
109 284 -1 0
108 284 -1 0
107 284 -1 0
106 284 -1 0
105 284 -1 0
104 284 -1 0
103 284 -1 0
181 283 -1 0
179 283 -1 0
169 283 -1 0
168 283 -1 0
167 283 -1 0
166 283 -1 0
165 283 -1 0
164 283 -1 0
163 283 -1 0
162 283 -1 0
161 283 -1 0
160 283 -1 0
159 283 -1 0
158 283 -1 0
154 283 -1 0
153 283 -1 0
152 283 -1 0
151 283 -1 0
150 283 -1 0
149 283 -1 0
148 283 -1 0
147 283 -1 0
146 283 -1 0
139 283 -1 0
138 283 -1 0
137 283 -1 0
136 283 -1 0
135 283 -1 0
134 283 -1 0
133 283 -1 0
132 283 -1 0
131 283 -1 0
130 283 -1 0
129 283 -1 0
128 283 -1 0
127 283 -1 0
126 283 -1 0
125 283 -1 0
124 283 -1 0
123 283 -1 0
122 283 -1 0
121 283 -1 0
120 283 -1 0
119 283 -1 0
118 283 -1 0
117 283 -1 0
116 283 -1 0
115 283 -1 0
114 283 -1 0
110 283 -1 0
109 283 -1 0
108 283 -1 0
107 283 -1 0
106 283 -1 0
105 283 -1 0
104 283 -1 0
103 283 -1 0
102 283 -1 0
184 282 -1 0
183 282 -1 0
182 282 -1 0
181 282 -1 0
180 282 -1 0
179 282 -1 0
178 282 -1 0
177 282 -1 0
176 282 -1 0
172 282 -1 0
171 282 -1 0
170 282 -1 0
169 282 -1 0
168 282 -1 0
167 282 -1 0
166 282 -1 0
165 282 -1 0
164 282 -1 0
163 282 -1 0
162 282 -1 0
161 282 -1 0
155 282 -1 0
154 282 -1 0
153 282 -1 0
152 282 -1 0
151 282 -1 0
150 282 -1 0
149 282 -1 0
148 282 -1 0
147 282 -1 0
146 282 -1 0
140 282 -1 0
139 282 -1 0
138 282 -1 0
137 282 -1 0
136 282 -1 0
135 282 -1 0
134 282 -1 0
133 282 -1 0
132 282 -1 0
131 282 -1 0
130 282 -1 0
129 282 -1 0
128 282 -1 0
127 282 -1 0
126 282 -1 0
125 282 -1 0
124 282 -1 0
123 282 -1 0
122 282 -1 0
121 282 -1 0
120 282 -1 0
119 282 -1 0
118 282 -1 0
117 282 -1 0
110 282 -1 0
109 282 -1 0
108 282 -1 0
107 282 -1 0
106 282 -1 0
105 282 -1 0
104 282 -1 0
103 282 -1 0
102 282 -1 0
185 281 -1 0
184 281 -1 0
183 281 -1 0
182 281 -1 0
181 281 -1 0
180 281 -1 0
179 281 -1 0
178 281 -1 0
177 281 -1 0
176 281 -1 0
175 281 -1 0
173 281 -1 0
172 281 -1 0
171 281 -1 0
170 281 -1 0
169 281 -1 0
168 281 -1 0
167 281 -1 0
166 281 -1 0
165 281 -1 0
164 281 -1 0
163 281 -1 0
162 281 -1 0
161 281 -1 0
155 281 -1 0
154 281 -1 0
153 281 -1 0
152 281 -1 0
151 281 -1 0
150 281 -1 0
149 281 -1 0
148 281 -1 0
147 281 -1 0
146 281 -1 0
139 281 -1 0
138 281 -1 0
137 281 -1 0
136 281 -1 0
135 281 -1 0
134 281 -1 0
133 281 -1 0
132 281 -1 0
131 281 -1 0
129 281 -1 0
128 281 -1 0
127 281 -1 0
126 281 -1 0
125 281 -1 0
124 281 -1 0
123 281 -1 0
122 281 -1 0
121 281 -1 0
120 281 -1 0
110 281 -1 0
109 281 -1 0
108 281 -1 0
107 281 -1 0
106 281 -1 0
105 281 -1 0
104 281 -1 0
103 281 -1 0
102 281 -1 0
40 281 -1 0
197 280 -1 0
185 280 -1 0
184 280 -1 0
183 280 -1 0
182 280 -1 0
181 280 -1 0
180 280 -1 0
179 280 -1 0
178 280 -1 0
177 280 -1 0
176 280 -1 0
175 280 -1 0
173 280 -1 0
172 280 -1 0
171 280 -1 0
170 280 -1 0
169 280 -1 0
168 280 -1 0
167 280 -1 0
166 280 -1 0
165 280 -1 0
164 280 -1 0
163 280 -1 0
162 280 -1 0
161 280 -1 0
155 280 -1 0
154 280 -1 0
153 280 -1 0
152 280 -1 0
151 280 -1 0
150 280 -1 0
149 280 -1 0
